candidate_id,gap_id,interval_index,start_seconds,end_seconds,minimum_access_margin_db,sample_intervals,duration_seconds
Q2-013-G01-R0562C0707H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.161250208881711,195,970.5951914222715
Q2-013-G01-R0562C0692H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.446237978372622,195,970.5951914222715
Q2-013-G01-R0567C0657H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.785960394775245,195,970.5951914222715
Q2-013-G01-R0562C0687H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.500075366013732,195,970.5951914222715
Q2-013-G01-R0572C0637H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.579956296680734,195,970.5951914222715
Q2-013-G01-R0562C0682H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.523386723857101,195,970.5951914222715
Q2-013-G01-R0567C0652H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.667511059853567,195,970.5951914222715
Q2-013-G01-R0577C0622H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.207283070354606,195,970.5951914222715
Q2-013-G01-R0567C0652H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.646490244704282,195,970.5951914222715
Q2-013-G01-R0562C0672H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.510830168764301,195,970.5951914222715
Q2-013-G01-R0567C0647H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.497866432782004,195,970.5951914222715
Q2-013-G01-R0562C0667H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.467107958304638,195,970.5951914222715
Q2-013-G01-R0557C0712H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.596075909597218,195,970.5951914222715
Q2-013-G01-R0567C0642H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.327229517335681,195,970.5951914222715
Q2-013-G01-R0562C0662H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.3942373667465375,195,970.5951914222715
Q2-013-G01-R0557C0712H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.578355537470088,195,970.5951914222715
Q2-013-G01-R0557C0707H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.709429429296435,195,970.5951914222715
Q2-013-G01-R0557C0702H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.818880816194266,195,970.5951914222715
Q2-013-G01-R0557C0697H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.9055714846295615,195,970.5951914222715
Q2-013-G01-R0557C0692H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.982457868419104,195,970.5951914222715
Q2-013-G01-R0557C0692H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.961725106104041,195,970.5951914222715
Q2-013-G01-R0562C0657H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.302016319597087,195,970.5951914222715
Q2-013-G01-R0557C0687H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.017808021431534,195,970.5951914222715
Q2-013-G01-R0562C0652H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.185775219833289,195,970.5951914222715
Q2-013-G01-R0557C0677H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.044435777987658,195,970.5951914222715
Q2-013-G01-R0557C0672H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.013034680970861,195,970.5951914222715
Q2-013-G01-R0562C0647H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.050150268822449,195,970.5951914222715
Q2-013-G01-R0562C0647H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.030920606258732,195,970.5951914222715
Q2-013-G01-R0557C0667H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.973450994526601,195,970.5951914222715
Q2-013-G01-R0562C0642H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.87573232991997,195,970.5951914222715
Q2-013-G01-R0552C0712H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.164969787247074,195,970.5951914222715
Q2-013-G01-R0552C0707H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.27997440110407,195,970.5951914222715
Q2-013-G01-R0552C0702H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.386902225919044,195,970.5951914222715
Q2-013-G01-R0552C0702H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.372008550948806,195,970.5951914222715
Q2-013-G01-R0552C0717H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.033211974750685,195,970.5951914222715
Q2-013-G01-R0552C0697H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.4648578323356105,195,970.5951914222715
Q2-013-G01-R0552C0697H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.448360546449081,195,970.5951914222715
Q2-013-G01-R0567C0707H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.632207601118637,195,970.5951914222715
Q2-013-G01-R0552C0692H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.512172575682769,195,970.5951914222715
Q2-013-G01-R0562C0637H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.711687964938946,195,970.5951914222715
Q2-013-G01-R0552C0687H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.557747224930409,195,970.5951914222715
Q2-013-G01-R0552C0682H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.57537604677411,195,970.5951914222715
Q2-013-G01-R0557C0652H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.728951528668574,195,970.5951914222715
Q2-013-G01-R0562C0712H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.033162009956456,195,970.5951914222715
Q2-013-G01-R0552C0677H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.5756847959610525,195,970.5951914222715
Q2-013-G01-R0562C0632H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.522116837941894,195,970.5951914222715
Q2-013-G01-R0557C0647H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.603567095638567,195,970.5951914222715
Q2-013-G01-R0552C0672H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.5499154658578504,195,970.5951914222715
Q2-013-G01-R0562C0712H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,7.010720606605304,195,970.5951914222715
Q2-013-G01-R0552C0667H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.51615398346479,195,970.5951914222715
Q2-013-G01-R0557C0642H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.461328334549151,195,970.5951914222715
Q2-013-G01-R0552C0662H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,6.46370392315896,195,970.5951914222715
Q2-013-G01-R0547C0707H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,5.871581948898296,195,970.5951914222715
Q2-013-G01-R0547C0702H200,Q2-013-G01,1,4465.430301278538,5436.025492700809,5.964428418581576,195,970.5951914222715
Q2-013-G01-R0547C0717H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,5.641034480719313,195,970.5951914222715
Q2-013-G01-R0547C0712H300,Q2-013-G01,1,4465.430301278538,5436.025492700809,5.753969581958671,195,970.5951914222715
Q2-016-G01-R0588C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.462758702245281,183,908.2583462630137
Q2-016-G01-R0588C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.450487771102473,183,908.2583462630137
Q2-016-G01-R0588C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.407111266056958,183,908.2583462630137
Q2-016-G01-R0588C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.378889034698076,183,908.2583462630137
Q2-016-G01-R0583C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.767414238707048,183,908.2583462630137
Q2-016-G01-R0588C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.347048229999828,183,908.2583462630137
Q2-016-G01-R0583C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.102031092763227,183,908.2583462630137
Q2-016-G01-R0583C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.169154498064245,183,908.2583462630137
Q2-016-G01-R0583C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.188383878367205,183,908.2583462630137
Q2-016-G01-R0583C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.182382634911775,183,908.2583462630137
Q2-016-G01-R0583C0708H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.249156334658252,183,908.2583462630137
Q2-016-G01-R0583C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.093758859650961,183,908.2583462630137
Q2-016-G01-R0588C0723H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.224440255972013,183,908.2583462630137
Q2-016-G01-R0583C0753H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.979827552999126,183,908.2583462630137
Q2-016-G01-R0583C0758H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.826438910071431,183,908.2583462630137
Q2-016-G01-R0578C0713H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.208278645457952,183,908.2583462630137
Q2-016-G01-R0578C0708H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.864215122379392,183,908.2583462630137
Q2-016-G01-R0578C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.448473688256584,183,908.2583462630137
Q2-016-G01-R0578C0723H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.652193003975626,183,908.2583462630137
Q2-016-G01-R0583C0763H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.618153681475235,183,908.2583462630137
Q2-016-G01-R0578C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.844866265967013,183,908.2583462630137
Q2-016-G01-R0578C0733H200,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.044359915766705,183,908.2583462630137
Q2-016-G01-R0578C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.92408628186162,183,908.2583462630137
Q2-016-G01-R0588C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.090663168537503,183,908.2583462630137
Q2-016-G01-R0578C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.03691676165387,183,908.2583462630137
Q2-016-G01-R0583C0768H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.374617569649047,183,908.2583462630137
Q2-016-G01-R0578C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.960410528730947,183,908.2583462630137
Q2-016-G01-R0578C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.922267054857244,183,908.2583462630137
Q2-016-G01-R0578C0753H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.772146051399929,183,908.2583462630137
Q2-016-G01-R0588C0763H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.981586976079655,183,908.2583462630137
Q2-016-G01-R0578C0758H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.587559028670768,183,908.2583462630137
Q2-016-G01-R0573C0708H200,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.568759798689129,183,908.2583462630137
Q2-016-G01-R0573C0713H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.878569421538344,183,908.2583462630137
Q2-016-G01-R0573C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.199619348209595,183,908.2583462630137
Q2-016-G01-R0573C0708H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.469010377440625,183,908.2583462630137
Q2-016-G01-R0573C0703H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.097721768059358,183,908.2583462630137
Q2-016-G01-R0578C0763H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.319198451127534,183,908.2583462630137
Q2-016-G01-R0573C0723H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.438846221042553,183,908.2583462630137
Q2-016-G01-R0573C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.727245068510712,183,908.2583462630137
Q2-016-G01-R0573C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.832813480415794,183,908.2583462630137
Q2-016-G01-R0573C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.948219172039856,183,908.2583462630137
Q2-016-G01-R0578C0768H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.0401196036443,183,908.2583462630137
Q2-016-G01-R0573C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.883388539443942,183,908.2583462630137
Q2-016-G01-R0573C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.824733194879059,183,908.2583462630137
Q2-016-G01-R0573C0753H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.562171876687941,183,908.2583462630137
Q2-016-G01-R0593C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.778855542649879,183,908.2583462630137
Q2-016-G01-R0593C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.769684556396342,183,908.2583462630137
Q2-016-G01-R0593C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.76639858697996,183,908.2583462630137
Q2-016-G01-R0573C0758H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.186911410955815,183,908.2583462630137
Q2-016-G01-R0588C0768H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.744759264161445,183,908.2583462630137
Q2-016-G01-R0568C0708H200,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.896189371641299,183,908.2583462630137
Q2-016-G01-R0568C0713H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.12733783491555,183,908.2583462630137
Q2-016-G01-R0573C0763H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.753144000730813,183,908.2583462630137
Q2-016-G01-R0568C0708H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.840490732317278,183,908.2583462630137
Q2-016-G01-R0568C0703H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.550713575742975,183,908.2583462630137
Q2-016-G01-R0568C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.31442616098596,183,908.2583462630137
Q2-016-G01-R0568C0723H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.480872195519666,183,908.2583462630137
Q2-016-G01-R0593C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.714738004888517,183,908.2583462630137
Q2-016-G01-R0568C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.566711159690456,183,908.2583462630137
Q2-016-G01-R0568C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.576784339340222,183,908.2583462630137
Q2-016-G01-R0573C0768H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.299018564990973,183,908.2583462630137
Q2-016-G01-R0568C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.487714698930333,183,908.2583462630137
Q2-016-G01-R0568C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.322337773315112,183,908.2583462630137
Q2-016-G01-R0593C0753H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.629751923848957,183,908.2583462630137
Q2-016-G01-R0568C0748H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,12.094440610086878,183,908.2583462630137
Q2-016-G01-R0568C0753H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.798208069495288,183,908.2583462630137
Q2-016-G01-R0568C0758H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.45341243761078,183,908.2583462630137
Q2-016-G01-R0568C0763H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.095261052766716,183,908.2583462630137
Q2-016-G01-R0563C0708H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.120847695006404,183,908.2583462630137
Q2-016-G01-R0563C0713H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.333080451658773,183,908.2583462630137
Q2-016-G01-R0563C0703H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.866708090283694,183,908.2583462630137
Q2-016-G01-R0563C0718H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.503403515675899,183,908.2583462630137
Q2-016-G01-R0563C0723H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.642121177480746,183,908.2583462630137
Q2-016-G01-R0563C0698H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.547864513352692,183,908.2583462630137
Q2-016-G01-R0563C0728H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.703792769096538,183,908.2583462630137
Q2-016-G01-R0563C0733H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.70721765203048,183,908.2583462630137
Q2-016-G01-R0568C0768H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,10.698743619471244,183,908.2583462630137
Q2-016-G01-R0563C0738H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.64041596402906,183,908.2583462630137
Q2-016-G01-R0563C0688H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,9.853124336394458,183,908.2583462630137
Q2-016-G01-R0563C0743H300,Q2-016-G01,1,6255.441445068504,7163.699791331518,11.50632733122012,183,908.2583462630137
