candidate_id,gap_id,row,col,lon,lat,ground_elevation_m,height_agl_m,alt_m,representative_backhaul_margin_db,representative_access_margin_db,representative_minimum_margin_db,backhaul_margin_db,covered_hole_seconds
Q2-013-G01-R0577C0637H200,Q2-013-G01,577,637,109.20986111111111,23.064305555555556,344.3227233886719,200.0,544.3227233886719,9.614391387849295,11.177545593890784,9.614391387849295,9.614391387849295,373.32943420410174
Q2-013-G01-R0577C0637H300,Q2-013-G01,577,637,109.20986111111111,23.064305555555556,344.3227233886719,300.0,644.3227233886719,9.605372235790952,11.08483737812712,9.605372235790952,9.605372235790952,373.32943420410174
Q2-013-G01-R0572C0652H300,Q2-013-G01,572,652,109.21402777777777,23.065694444444446,246.48104858398438,300.0,546.4810485839844,9.587087727272745,12.081648907652195,9.587087727272745,9.587087727272745,373.32943420410174
Q2-013-G01-R0567C0677H300,Q2-013-G01,567,677,109.22097222222223,23.067083333333333,242.9039764404297,300.0,542.9039764404297,9.584989165154,11.666716274679501,9.584989165154,9.584989165154,373.32943420410174
Q2-013-G01-R0572C0647H300,Q2-013-G01,572,647,109.21263888888889,23.065694444444446,213.8402862548828,300.0,513.8402862548828,9.538521954455817,12.142765117116696,9.538521954455817,9.538521954455817,373.32943420410174
Q2-013-G01-R0567C0662H300,Q2-013-G01,567,662,109.21680555555555,23.067083333333333,212.3834228515625,300.0,512.3834228515625,9.48337880840161,12.67107537346969,9.48337880840161,9.48337880840161,373.32943420410174
Q2-013-G01-R0572C0642H300,Q2-013-G01,572,642,109.21125,23.065694444444446,261.4499206542969,300.0,561.4499206542969,9.48042363902725,12.055340771598438,9.48042363902725,9.48042363902725,373.32943420410174
Q2-013-G01-R0562C0702H300,Q2-013-G01,562,702,109.22791666666667,23.068472222222223,231.71405029296875,300.0,531.7140502929688,9.478328400433753,9.948437595355088,9.478328400433753,9.478328400433753,373.32943420410174
Q2-013-G01-R0562C0697H300,Q2-013-G01,562,697,109.22652777777778,23.068472222222223,297.1498718261719,300.0,597.1498718261719,9.462639653489475,10.388927640579254,9.462639653489475,9.462639653489475,373.32943420410174
Q2-013-G01-R0562C0707H300,Q2-013-G01,562,707,109.22930555555556,23.068472222222223,271.4335021972656,300.0,571.4335021972656,9.481591405181462,9.448923287603307,9.448923287603307,9.481591405181462,373.32943420410174
Q2-013-G01-R0562C0692H300,Q2-013-G01,562,692,109.22513888888889,23.068472222222223,297.399658203125,300.0,597.399658203125,9.448348291022484,10.876142170063531,9.448348291022484,9.448348291022484,373.32943420410174
Q2-013-G01-R0567C0657H300,Q2-013-G01,567,657,109.21541666666667,23.067083333333333,248.3710479736328,300.0,548.3710479736328,9.438723383734299,12.8364856122774,9.438723383734299,9.438723383734299,373.32943420410174
Q2-013-G01-R0562C0687H300,Q2-013-G01,562,687,109.22375,23.068472222222223,287.48291015625,300.0,587.48291015625,9.431052128856223,11.373223003107128,9.431052128856223,9.431052128856223,373.32943420410174
Q2-013-G01-R0572C0637H300,Q2-013-G01,572,637,109.20986111111111,23.065694444444446,269.69451904296875,300.0,569.6945190429688,9.422097244680046,11.935066587811505,9.422097244680046,9.422097244680046,373.32943420410174
Q2-013-G01-R0562C0682H300,Q2-013-G01,562,682,109.22236111111111,23.068472222222223,298.1480407714844,300.0,598.1480407714844,9.408149089998943,11.84292195279427,9.408149089998943,9.408149089998943,373.32943420410174
Q2-013-G01-R0567C0652H200,Q2-013-G01,567,652,109.21402777777777,23.067083333333333,280.7562255859375,200.0,480.7562255859375,9.39804306821172,13.033069834610046,9.39804306821172,9.39804306821172,373.32943420410174
Q2-013-G01-R0577C0622H300,Q2-013-G01,577,622,109.20569444444445,23.064305555555556,434.8896179199219,300.0,734.8896179199219,9.396814056004231,10.415105373497298,9.396814056004231,9.396814056004231,373.32943420410174
Q2-013-G01-R0567C0652H300,Q2-013-G01,567,652,109.21402777777777,23.067083333333333,280.7562255859375,300.0,580.7562255859375,9.390682090183859,12.919157996753455,9.390682090183859,9.390682090183859,373.32943420410174
Q2-013-G01-R0562C0672H300,Q2-013-G01,562,672,109.21958333333333,23.068472222222223,257.8705139160156,300.0,557.8705139160156,9.356227374079637,12.791151168942221,9.356227374079637,9.356227374079637,373.32943420410174
Q2-013-G01-R0567C0647H300,Q2-013-G01,567,647,109.21263888888889,23.067083333333333,266.0417785644531,300.0,566.0417785644531,9.343071428376874,12.975765302579134,9.343071428376874,9.343071428376874,373.32943420410174
Q2-013-G01-R0562C0667H300,Q2-013-G01,562,667,109.21819444444445,23.068472222222223,233.28553771972656,300.0,533.2855377197266,9.3249565121113,13.21587330344002,9.3249565121113,9.3249565121113,373.32943420410174
Q2-013-G01-R0557C0712H200,Q2-013-G01,557,712,109.23069444444444,23.069861111111113,293.5597229003906,200.0,493.5597229003906,9.291544598293555,9.343213417792526,9.291544598293555,9.291544598293555,373.32943420410174
Q2-013-G01-R0567C0642H300,Q2-013-G01,567,642,109.21125,23.067083333333333,261.9718017578125,300.0,561.9718017578125,9.29131426772517,12.929923585127497,9.29131426772517,9.29131426772517,373.32943420410174
Q2-013-G01-R0562C0662H300,Q2-013-G01,562,662,109.21680555555555,23.068472222222223,231.357421875,300.0,531.357421875,9.288410195168453,13.551957792068038,9.288410195168453,9.288410195168453,373.32943420410174
Q2-013-G01-R0557C0712H300,Q2-013-G01,557,712,109.23069444444444,23.069861111111113,293.5597229003906,300.0,593.5597229003906,9.284121907336385,9.291737655009939,9.284121907336385,9.284121907336385,373.32943420410174
Q2-013-G01-R0557C0707H300,Q2-013-G01,557,707,109.22930555555556,23.069861111111113,264.7657470703125,300.0,564.7657470703125,9.284121387742431,9.810331491942875,9.284121387742431,9.284121387742431,373.32943420410174
Q2-013-G01-R0557C0702H300,Q2-013-G01,557,702,109.22791666666667,23.069861111111113,253.15945434570312,300.0,553.1594543457031,9.278894350940448,10.33734739349859,9.278894350940448,9.278894350940448,373.32943420410174
Q2-013-G01-R0557C0697H300,Q2-013-G01,557,697,109.22652777777778,23.069861111111113,258.8426513671875,300.0,558.8426513671875,9.268563535069262,10.868681264865671,9.268563535069262,9.268563535069262,373.32943420410174
Q2-013-G01-R0557C0692H200,Q2-013-G01,557,692,109.22513888888889,23.069861111111113,306.0155944824219,200.0,506.0155944824219,9.258700624654338,11.459284770054978,9.258700624654338,9.258700624654338,373.32943420410174
Q2-013-G01-R0557C0692H300,Q2-013-G01,557,692,109.22513888888889,23.069861111111113,306.0155944824219,300.0,606.0155944824219,9.251102212555324,11.372024625770138,9.251102212555324,9.251102212555324,373.32943420410174
Q2-013-G01-R0562C0657H300,Q2-013-G01,562,657,109.21541666666667,23.068472222222223,209.77911376953125,300.0,509.77911376953125,9.249759325182367,13.833380374084783,9.249759325182367,9.249759325182367,373.32943420410174
Q2-013-G01-R0557C0687H300,Q2-013-G01,557,687,109.22375,23.069861111111113,262.6668395996094,300.0,562.6668395996094,9.237262542481389,11.969274728761107,9.237262542481389,9.237262542481389,373.32943420410174
Q2-013-G01-R0562C0652H300,Q2-013-G01,562,652,109.21402777777777,23.068472222222223,201.20703125,300.0,501.20703125,9.206801158760967,14.001125870859298,9.206801158760967,9.206801158760967,373.32943420410174
Q2-013-G01-R0557C0677H300,Q2-013-G01,557,677,109.22097222222223,23.069861111111113,252.64999389648438,300.0,552.6499938964844,9.192338453819048,13.086124359426066,9.192338453819048,9.192338453819048,373.32943420410174
Q2-013-G01-R0557C0672H300,Q2-013-G01,557,672,109.21958333333333,23.069861111111113,295.1611633300781,300.0,595.1611633300781,9.160831137007989,13.54540682933174,9.160831137007989,9.160831137007989,373.32943420410174
Q2-013-G01-R0562C0647H200,Q2-013-G01,562,647,109.21263888888889,23.068472222222223,289.61956787109375,200.0,489.61956787109375,9.160747421778865,14.063455034413806,9.160747421778865,9.160747421778865,373.32943420410174
Q2-013-G01-R0562C0647H300,Q2-013-G01,562,647,109.21263888888889,23.068472222222223,289.61956787109375,300.0,589.6195678710938,9.153616398072955,13.914716521312641,9.153616398072955,9.153616398072955,373.32943420410174
Q2-013-G01-R0557C0667H300,Q2-013-G01,557,667,109.21819444444445,23.069861111111113,277.5488586425781,300.0,577.5488586425781,9.130559781990698,14.048862556832972,9.130559781990698,9.130559781990698,373.32943420410174
Q2-013-G01-R0562C0642H300,Q2-013-G01,562,642,109.21125,23.068472222222223,292.8740234375,300.0,592.8740234375,9.103492525091099,13.845894111595356,9.103492525091099,9.103492525091099,373.32943420410174
Q2-013-G01-R0552C0712H300,Q2-013-G01,552,712,109.23069444444444,23.07125,256.26947021484375,300.0,556.2694702148438,9.093352971192758,9.61078892159395,9.093352971192758,9.093352971192758,373.32943420410174
Q2-013-G01-R0552C0707H300,Q2-013-G01,552,707,109.22930555555556,23.07125,246.31968688964844,300.0,546.3196868896484,9.09184525966171,10.15760557117153,9.09184525966171,9.09184525966171,373.32943420410174
Q2-013-G01-R0552C0702H200,Q2-013-G01,552,702,109.22791666666667,23.07125,272.733154296875,200.0,472.733154296875,9.090758464647095,10.768841492621334,9.090758464647095,9.090758464647095,373.32943420410174
Q2-013-G01-R0552C0702H300,Q2-013-G01,552,702,109.22791666666667,23.07125,272.733154296875,300.0,572.733154296875,9.084043457088598,10.702934073340614,9.084043457088598,9.084043457088598,373.32943420410174
Q2-013-G01-R0552C0717H300,Q2-013-G01,552,717,109.23208333333334,23.07125,275.29180908203125,300.0,575.2918090820312,9.09052273268253,9.083712022365546,9.083712022365546,9.09052273268253,373.32943420410174
Q2-013-G01-R0552C0697H200,Q2-013-G01,552,697,109.22652777777778,23.07125,286.414306640625,200.0,486.414306640625,9.080468351873847,11.355885579896892,9.080468351873847,9.080468351873847,373.32943420410174
Q2-013-G01-R0552C0697H300,Q2-013-G01,552,697,109.22652777777778,23.07125,286.414306640625,300.0,586.414306640625,9.073525035752226,11.276464430807778,9.073525035752226,9.073525035752226,373.32943420410174
Q2-013-G01-R0567C0707H300,Q2-013-G01,567,707,109.22930555555556,23.067083333333333,288.5980529785156,300.0,588.5980529785156,9.682659266328756,9.066940232485024,9.066940232485024,9.682659266328756,373.32943420410174
Q2-013-G01-R0552C0692H300,Q2-013-G01,552,692,109.22513888888889,23.07125,270.6421203613281,300.0,570.6421203613281,9.061686176774941,11.899019846514463,9.061686176774941,9.061686176774941,373.32943420410174
Q2-013-G01-R0562C0637H300,Q2-013-G01,562,637,109.20986111111111,23.068472222222223,265.2748718261719,300.0,565.2748718261719,9.052712094406175,13.722059469116402,9.052712094406175,9.052712094406175,373.32943420410174
Q2-013-G01-R0552C0687H300,Q2-013-G01,552,687,109.22375,23.07125,247.4580078125,300.0,547.4580078125,9.046770273067409,12.552113635972972,9.046770273067409,9.046770273067409,373.32943420410174
Q2-013-G01-R0552C0682H300,Q2-013-G01,552,682,109.22236111111111,23.07125,266.0774841308594,300.0,566.0774841308594,9.025295949827509,13.170647056269715,9.025295949827509,9.025295949827509,373.32943420410174
Q2-013-G01-R0557C0652H300,Q2-013-G01,557,652,109.21402777777777,23.069861111111113,209.452392578125,300.0,509.452392578125,9.020172054778271,15.095484659391673,9.020172054778271,9.020172054778271,373.32943420410174
Q2-013-G01-R0562C0712H200,Q2-013-G01,562,712,109.23069444444444,23.068472222222223,319.2187805175781,200.0,519.2187805175781,9.488103299809296,9.010159814396886,9.010159814396886,9.488103299809296,373.32943420410174
Q2-013-G01-R0552C0677H300,Q2-013-G01,552,677,109.22097222222223,23.07125,268.8282470703125,300.0,568.8282470703125,9.001503800523977,13.807729703375273,9.001503800523977,9.001503800523977,373.32943420410174
Q2-013-G01-R0562C0632H300,Q2-013-G01,562,632,109.20847222222223,23.068472222222223,291.5745544433594,300.0,591.5745544433594,8.994887727145766,13.419001530602884,8.994887727145766,8.994887727145766,373.32943420410174
Q2-013-G01-R0557C0647H300,Q2-013-G01,557,647,109.21263888888889,23.069861111111113,220.29969787597656,300.0,520.2996978759766,8.97464809732449,15.13782999818828,8.97464809732449,8.97464809732449,373.32943420410174
Q2-013-G01-R0552C0672H300,Q2-013-G01,552,672,109.21958333333333,23.07125,298.17755126953125,300.0,598.1775512695312,8.972275488775864,14.377847423675547,8.972275488775864,8.972275488775864,373.32943420410174
Q2-013-G01-R0562C0712H300,Q2-013-G01,562,712,109.23069444444444,23.068472222222223,319.2187805175781,300.0,619.2187805175781,9.47983434656588,8.958001584373562,8.958001584373562,9.47983434656588,373.32943420410174
Q2-013-G01-R0552C0667H300,Q2-013-G01,552,667,109.21819444444445,23.07125,271.94403076171875,300.0,571.9440307617188,8.943935507674098,15.014350903944745,8.943935507674098,8.943935507674098,373.32943420410174
Q2-013-G01-R0557C0642H300,Q2-013-G01,557,642,109.21125,23.069861111111113,233.60330200195312,300.0,533.6033020019531,8.925915688240096,15.030192841018959,8.925915688240096,8.925915688240096,373.32943420410174
Q2-013-G01-R0552C0662H300,Q2-013-G01,552,662,109.21680555555555,23.07125,236.34080505371094,300.0,536.3408050537109,8.912808476321118,15.609842231604105,8.912808476321118,8.912808476321118,373.32943420410174
Q2-013-G01-R0547C0707H200,Q2-013-G01,547,707,109.22930555555556,23.07263888888889,304.90826416015625,200.0,504.90826416015625,8.905054705082392,10.489440596346284,8.905054705082392,8.905054705082392,373.32943420410174
Q2-013-G01-R0547C0702H200,Q2-013-G01,547,702,109.22791666666667,23.07263888888889,256.9881591796875,200.0,456.9881591796875,8.902184975742827,11.13156272727042,8.902184975742827,8.902184975742827,373.32943420410174
Q2-013-G01-R0547C0717H300,Q2-013-G01,547,717,109.23208333333334,23.07263888888889,275.6898193359375,300.0,575.6898193359375,8.901073322242269,9.320457857402488,8.901073322242269,8.901073322242269,373.32943420410174
Q2-013-G01-R0547C0712H300,Q2-013-G01,547,712,109.23069444444444,23.07263888888889,298.4189453125,300.0,598.4189453125,8.900704765000043,9.851635202790561,8.900704765000043,8.900704765000043,373.32943420410174
Q2-016-G01-R0588C0738H300,Q2-016-G01,588,738,109.23791666666666,23.06125,325.1790771484375,300.0,625.1790771484375,10.521708418617436,10.462758702245281,10.462758702245281,10.521708418617436,405.96958312988227
Q2-016-G01-R0588C0743H300,Q2-016-G01,588,743,109.23930555555556,23.06125,321.60418701171875,300.0,621.6041870117188,10.494015982234501,10.450487771102473,10.450487771102473,10.494015982234501,405.96958312988227
Q2-016-G01-R0588C0733H300,Q2-016-G01,588,733,109.23652777777778,23.06125,347.11456298828125,300.0,647.1145629882812,10.542243851344097,10.407111266056958,10.407111266056958,10.542243851344097,405.96958312988227
Q2-016-G01-R0588C0748H300,Q2-016-G01,588,748,109.24069444444444,23.06125,328.6370544433594,300.0,628.6370544433594,10.460274618011113,10.378889034698076,10.378889034698076,10.460274618011113,405.96958312988227
Q2-016-G01-R0583C0718H300,Q2-016-G01,583,718,109.23236111111112,23.06263888888889,253.66770935058594,300.0,553.6677093505859,10.367917361525187,10.767414238707048,10.367917361525187,10.367917361525187,405.96958312988227
Q2-016-G01-R0588C0728H300,Q2-016-G01,588,728,109.23513888888888,23.06125,324.6142578125,300.0,624.6142578125,10.563237248027477,10.347048229999828,10.347048229999828,10.563237248027477,405.96958312988227
Q2-016-G01-R0583C0728H300,Q2-016-G01,583,728,109.23513888888888,23.06263888888889,273.9139709472656,300.0,573.9139709472656,10.345612413111326,11.102031092763227,10.345612413111326,10.345612413111326,405.96958312988227
Q2-016-G01-R0583C0733H300,Q2-016-G01,583,733,109.23652777777778,23.06263888888889,303.60906982421875,300.0,603.6090698242188,10.32513964688411,11.169154498064245,10.32513964688411,10.32513964688411,405.96958312988227
Q2-016-G01-R0583C0738H300,Q2-016-G01,583,738,109.23791666666666,23.06263888888889,322.34423828125,300.0,622.34423828125,10.301000214464395,11.188383878367205,10.301000214464395,10.301000214464395,405.96958312988227
Q2-016-G01-R0583C0743H300,Q2-016-G01,583,743,109.23930555555556,23.06263888888889,311.1592102050781,300.0,611.1592102050781,10.275510635181249,11.182382634911775,10.275510635181249,10.275510635181249,405.96958312988227
Q2-016-G01-R0583C0708H300,Q2-016-G01,583,708,109.22958333333334,23.06263888888889,250.0458221435547,300.0,550.0458221435547,10.369115178927018,10.249156334658252,10.249156334658252,10.369115178927018,405.96958312988227
Q2-016-G01-R0583C0748H300,Q2-016-G01,583,748,109.24069444444444,23.06263888888889,321.97991943359375,300.0,621.9799194335938,10.243018204672126,11.093758859650961,10.243018204672126,10.243018204672126,405.96958312988227
Q2-016-G01-R0588C0723H300,Q2-016-G01,588,723,109.23375,23.06125,318.5484313964844,300.0,618.5484313964844,10.577167216068304,10.224440255972013,10.224440255972013,10.577167216068304,405.96958312988227
Q2-016-G01-R0583C0753H300,Q2-016-G01,583,753,109.24208333333334,23.06263888888889,305.6334533691406,300.0,605.6334533691406,10.209011361879092,10.979827552999126,10.209011361879092,10.209011361879092,405.96958312988227
Q2-016-G01-R0583C0758H300,Q2-016-G01,583,758,109.24347222222222,23.06263888888889,275.8983459472656,300.0,575.8983459472656,10.17188657902345,10.826438910071431,10.17188657902345,10.17188657902345,405.96958312988227
Q2-016-G01-R0578C0713H300,Q2-016-G01,578,713,109.23097222222222,23.064027777777778,232.1990203857422,300.0,532.1990203857422,10.153641792610571,11.208278645457952,10.153641792610571,10.153641792610571,405.96958312988227
Q2-016-G01-R0578C0708H300,Q2-016-G01,578,708,109.22958333333334,23.064027777777778,256.25250244140625,300.0,556.2525024414062,10.149544159106597,10.864215122379392,10.149544159106597,10.149544159106597,405.96958312988227
Q2-016-G01-R0578C0718H300,Q2-016-G01,578,718,109.23236111111112,23.064027777777778,277.45037841796875,300.0,577.4503784179688,10.146709211653146,11.448473688256584,10.146709211653146,10.146709211653146,405.96958312988227
Q2-016-G01-R0578C0723H300,Q2-016-G01,578,723,109.23375,23.064027777777778,305.1877136230469,300.0,605.1877136230469,10.136561362708647,11.652193003975626,10.136561362708647,10.136561362708647,405.96958312988227
Q2-016-G01-R0583C0763H300,Q2-016-G01,583,763,109.2448611111111,23.06263888888889,253.33511352539062,300.0,553.3351135253906,10.129602884244278,10.618153681475235,10.129602884244278,10.129602884244278,405.96958312988227
Q2-016-G01-R0578C0728H300,Q2-016-G01,578,728,109.23513888888888,23.064027777777778,294.52313232421875,300.0,594.5231323242188,10.125723522575285,11.844866265967013,10.125723522575285,10.125723522575285,405.96958312988227
Q2-016-G01-R0578C0733H200,Q2-016-G01,578,733,109.23652777777778,23.064027777777778,323.0666198730469,200.0,523.0666198730469,10.115885614849205,12.044359915766705,10.115885614849205,10.115885614849205,405.96958312988227
Q2-016-G01-R0578C0733H300,Q2-016-G01,578,733,109.23652777777778,23.064027777777778,323.0666198730469,300.0,623.0666198730469,10.106244957750931,11.92408628186162,10.106244957750931,10.106244957750931,405.96958312988227
Q2-016-G01-R0588C0718H300,Q2-016-G01,588,718,109.23236111111112,23.06125,274.5352783203125,300.0,574.5352783203125,10.590285306506601,10.090663168537503,10.090663168537503,10.590285306506601,405.96958312988227
Q2-016-G01-R0578C0738H300,Q2-016-G01,578,738,109.23791666666666,23.064027777777778,272.9496154785156,300.0,572.9496154785156,10.09034022968531,12.03691676165387,10.09034022968531,10.09034022968531,405.96958312988227
Q2-016-G01-R0583C0768H300,Q2-016-G01,583,768,109.24625,23.06263888888889,223.19606018066406,300.0,523.1960601806641,10.083693449294458,10.374617569649047,10.083693449294458,10.083693449294458,405.96958312988227
Q2-016-G01-R0578C0743H300,Q2-016-G01,578,743,109.23930555555556,23.064027777777778,315.17657470703125,300.0,615.1765747070312,10.060653148865072,11.960410528730947,10.060653148865072,10.060653148865072,405.96958312988227
Q2-016-G01-R0578C0748H300,Q2-016-G01,578,748,109.24069444444444,23.064027777777778,272.4280700683594,300.0,572.4280700683594,10.035097629854903,11.922267054857244,10.035097629854903,10.035097629854903,405.96958312988227
Q2-016-G01-R0578C0753H300,Q2-016-G01,578,753,109.24208333333334,23.064027777777778,265.0594482421875,300.0,565.0594482421875,10.001676621830327,11.772146051399929,10.001676621830327,10.001676621830327,405.96958312988227
Q2-016-G01-R0588C0763H300,Q2-016-G01,588,763,109.2448611111111,23.06125,248.2768096923828,300.0,548.2768096923828,10.342366465509684,9.981586976079655,9.981586976079655,10.342366465509684,405.96958312988227
Q2-016-G01-R0578C0758H300,Q2-016-G01,578,758,109.24347222222222,23.064027777777778,232.54969787597656,300.0,532.5496978759766,9.96624636290916,11.587559028670768,9.96624636290916,9.96624636290916,405.96958312988227
Q2-016-G01-R0573C0708H200,Q2-016-G01,573,708,109.22958333333334,23.065416666666668,296.5692138671875,200.0,496.5692138671875,9.94086037456671,11.568759798689129,9.94086037456671,9.94086037456671,405.96958312988227
Q2-016-G01-R0573C0713H300,Q2-016-G01,573,713,109.23097222222222,23.065416666666668,265.29046630859375,300.0,565.2904663085938,9.936947575259609,11.878569421538344,9.936947575259609,9.936947575259609,405.96958312988227
Q2-016-G01-R0573C0718H300,Q2-016-G01,573,718,109.23236111111112,23.065416666666668,276.86260986328125,300.0,576.8626098632812,9.9332932872628,12.199619348209595,9.9332932872628,9.9332932872628,405.96958312988227
Q2-016-G01-R0573C0708H300,Q2-016-G01,573,708,109.22958333333334,23.065416666666668,296.5692138671875,300.0,596.5692138671875,9.932176389389952,11.469010377440625,9.932176389389952,9.932176389389952,405.96958312988227
Q2-016-G01-R0573C0703H300,Q2-016-G01,573,703,109.22819444444444,23.065416666666668,267.5579528808594,300.0,567.5579528808594,9.928689799431908,11.097721768059358,9.928689799431908,9.928689799431908,405.96958312988227
Q2-016-G01-R0578C0763H300,Q2-016-G01,578,763,109.2448611111111,23.064027777777778,230.93089294433594,300.0,530.9308929443359,9.924001928532107,11.319198451127534,9.924001928532107,9.924001928532107,405.96958312988227
Q2-016-G01-R0573C0723H300,Q2-016-G01,573,723,109.23375,23.065416666666668,307.41058349609375,300.0,607.4105834960938,9.92335552150378,12.438846221042553,9.92335552150378,9.92335552150378,405.96958312988227
Q2-016-G01-R0573C0728H300,Q2-016-G01,573,728,109.23513888888888,23.065416666666668,257.4794616699219,300.0,557.4794616699219,9.916694281950384,12.727245068510712,9.916694281950384,9.916694281950384,405.96958312988227
Q2-016-G01-R0573C0733H300,Q2-016-G01,573,733,109.23652777777778,23.065416666666668,283.4933166503906,300.0,583.4933166503906,9.898596026713392,12.832813480415794,9.898596026713392,9.898596026713392,405.96958312988227
Q2-016-G01-R0573C0738H300,Q2-016-G01,573,738,109.23791666666666,23.065416666666668,244.75714111328125,300.0,544.7571411132812,9.882048501106851,12.948219172039856,9.882048501106851,9.882048501106851,405.96958312988227
Q2-016-G01-R0578C0768H300,Q2-016-G01,578,768,109.24625,23.064027777777778,190.60658264160156,300.0,490.60658264160156,9.88082173941251,11.0401196036443,9.88082173941251,9.88082173941251,405.96958312988227
Q2-016-G01-R0573C0743H300,Q2-016-G01,573,743,109.23930555555556,23.065416666666668,270.80828857421875,300.0,570.8082885742188,9.855491891989388,12.883388539443942,9.855491891989388,9.855491891989388,405.96958312988227
Q2-016-G01-R0573C0748H300,Q2-016-G01,573,748,109.24069444444444,23.065416666666668,230.7931365966797,300.0,530.7931365966797,9.830487830289087,12.824733194879059,9.830487830289087,9.830487830289087,405.96958312988227
Q2-016-G01-R0573C0753H300,Q2-016-G01,573,753,109.24208333333334,23.065416666666668,239.912841796875,300.0,539.912841796875,9.79719982519535,12.619176941070137,9.79719982519535,9.79719982519535,405.96958312988227
Q2-016-G01-R0593C0743H300,Q2-016-G01,593,743,109.23930555555556,23.05986111111111,326.5103759765625,300.0,626.5103759765625,10.718596334524776,9.778855542649879,9.778855542649879,10.718596334524776,405.96958312988227
Q2-016-G01-R0593C0738H300,Q2-016-G01,593,738,109.23791666666666,23.05986111111111,352.73150634765625,300.0,652.7315063476562,10.744825970518946,9.769684556396342,9.769684556396342,10.744825970518946,405.96958312988227
Q2-016-G01-R0593C0733H300,Q2-016-G01,593,733,109.23652777777778,23.05986111111111,322.755615234375,300.0,622.755615234375,10.773147551121056,9.76639858697996,9.76639858697996,10.773147551121056,405.96958312988227
Q2-016-G01-R0573C0758H300,Q2-016-G01,573,758,109.24347222222222,23.065416666666668,185.81285095214844,300.0,485.81285095214844,9.764798254710911,12.414972022565834,9.764798254710911,9.764798254710911,405.96958312988227
Q2-016-G01-R0588C0768H300,Q2-016-G01,588,768,109.24625,23.06125,257.39324951171875,300.0,557.3932495117188,10.290509763572743,9.744759264161445,9.744759264161445,10.290509763572743,405.96958312988227
