架次编号,航段序号,起点,终点,载荷（kg）,水平距离（m）,爬升（m）,下降（m）,开始时刻（s）,结束时刻（s）,水平能耗（kWh）,爬升能耗（kWh）,总能耗（kWh）
Q2-010,1,O01,S004,59,7714.696449438381,270.53916625976564,169.9391662597656,4481.196881359403,5188.695227622417,3.6022387848744826,0.13193764958251986,3.7341764344570025
Q2-010,2,S004,O01,0,7714.696449438381,169.9391662597656,270.53916625976564,5584.695227622417,6302.253573885432,2.373752753673348,0.04494240792577662,2.4186951615991243
Q2-011,1,O01,S011,25,2808.0742369671166,167.66175537109376,83.26175537109376,3791.0774287948657,4067.474331864809,0.595205549080947,0.05709028310103947,0.6522958321819865
Q2-011,2,S011,O01,0,2808.0742369671166,83.26175537109376,167.66175537109376,4307.474331864809,4589.497901601419,0.4011534624238738,0.020475975333775414,0.4216294377576492
Q2-012,1,O01,S008,45,8079.033147823332,239.85886840820314,96.65886840820315,5352.572536533141,6035.447727955412,3.2165357478114665,0.10427050754956503,3.3208062553610316
Q2-012,2,S008,O01,0,8079.033147823332,96.65886840820315,239.85886840820314,6395.447727955412,7092.642919377684,2.48585635317641,0.025562572709137282,2.5114189258855473
Q2-013,1,O01,S003,56,7263.1794073106375,434.10413818359376,223.30413818359375,6825.566082742071,7595.071767594681,3.264216106803477,0.2067784779906689,3.4709945847941457
Q2-013,2,S003,O01,0,7263.1794073106375,223.30413818359375,434.10413818359376,7955.071767594681,8745.65745244729,2.2348244330186575,0.05905540135709797,2.2938798343757556
Q2-014,1,O01,S003,25,7263.1794073106375,434.10413818359376,223.30413818359375,3834.0064560278224,4552.241451183167,1.5395193724902865,0.14781622731660207,1.6873355998068886
Q2-014,2,S003,O01,0,7263.1794073106375,223.30413818359375,434.10413818359376,4792.241451183167,5524.529779671844,1.037597058187234,0.05491560927341013,1.0925126674606442
Q2-015,1,O01,S002,22,7411.310533636502,183.51807861328126,91.71807861328125,360.0,1075.4691354527813,1.597844180102753,0.06387815433573688,1.66172233443849
Q2-015,2,S002,O01,0,7411.310533636502,91.71807861328125,183.51807861328126,1285.4691354527813,2007.0582709055627,1.3340358960545704,0.024290623724654865,1.3583265197792254
Q2-016,1,O01,S009,25,5705.145004228565,165.52891235351564,63.228912353515625,5247.776988146219,5708.587857487368,1.2092749971225387,0.0563640315392918,1.2656390286618304
Q2-016,2,S009,O01,0,5705.145004228565,63.228912353515625,165.52891235351564,5948.587857487368,6416.218726828517,0.815020714889795,0.015549439763331119,0.8305701546531261
Q2-017,1,O01,S015,25,6009.38306280972,444.09925537109376,97.29925537109375,5914.529779671844,6502.108104464628,1.2737619605814177,0.15121965148211583,1.4249816120635335
Q2-017,2,S015,O01,0,6009.38306280972,97.29925537109375,444.09925537109376,6742.108104464628,7352.806429257412,0.8584832946871029,0.023928118547268853,0.8824114132343718
Q2-018,1,O01,S005,59,5280.606935319285,198.710888671875,131.410888671875,7572.642919377684,8069.87318153699,2.46568445495598,0.09690814073348461,2.5625925956894644
Q2-018,2,S005,O01,0,5280.606935319285,131.410888671875,198.710888671875,8465.87318153699,8969.833443696296,1.6248021339443954,0.03475315252254769,1.6595552864669432
